id,url,title
166,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Microsoft.pdf,"Submission by Microsoft, April 2023PDF"
167,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Article19.pdf,"Submission by Article19, April 2023PDF"
168,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_UN-Habitat.pdf,"Submission by UN Habitat, April 2023PDF"
169,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_OHCHR.pdf,"Submission by the Office of the United Nations High Commissioner for Human Rights (OHCHR), April 2023PDF"
170,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_France.pdf,"Submission by France, April 2023PDF"
171,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_AlSur.pdf,"Submission by Al Sur, April 2023PDF"
172,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Open_Internet_for_Democracy.pdf,"Submission by Open Internet for Democracy, April 2023PDF"
173,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_China-IGF_0.pdf,"Submission by China IGF, April 2023PDF"
174,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_CCGNLUD.pdf,"Submission by the Center for Communication Governance at National Law University Delhi, April 2023PDF"
175,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Digital-National-Alliance-Bulgaria_0.pdf,"Submission by Digital National Alliance Bulgaria, April 2023PDF"
176,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_China.pdf,"Submission by China, April 2023PDF"
177,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Japan.pdf,"Submission by Japan, April 2023PDF"
178,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission-UNU-EHS.pdf,"Submission by United Nations University Institute for Environment and Human Security, April 2023"
